PREDICTED_DEFAULT,PROBABILITY_DEFAULT
1,0.705069163
0,0.241816916
0,0.428388674
1,0.557367763
0,0.391735154
0,0.43309433
0,0.299810255
1,0.771351203
0,0.399939185
1,0.83750296
0,0.468036847
0,0.338361129
0,0.299964015
1,0.516117728
0,0.294386372
0,0.213711987
1,0.855891421
1,0.710645538
1,0.511609343
0,0.320506002
1,0.644868349
1,0.598533426
0,0.351107502
0,0.267486059
1,0.788140286
0,0.407880866
1,0.69913925
0,0.200313038
1,0.815687025
0,0.472556922
0,0.43073059
1,0.566677262
1,0.765199732
0,0.289646839
1,0.707319997
1,0.812766747
1,0.626232843
0,0.430451817
1,0.730016148
1,0.847192649
1,0.622333825
1,0.639658747
1,0.686907702
1,0.699811005
1,0.617456184
1,0.627199957
1,0.604652518
0,0.319637117
0,0.328492622
1,0.602570299
1,0.638728285
1,0.819235677
1,0.517362297
1,0.65721575
1,0.516288564
0,0.413350361
0,0.255527814
0,0.284614834
0,0.35490173
0,0.377604957
1,0.629874584
1,0.714035477
0,0.215847201
0,0.35955516
1,0.549904265
0,0.376530347
0,0.271293006
1,0.798060128
0,0.207147848
0,0.456422422
1,0.646129066
0,0.201013449
0,0.448222631
1,0.645586834
1,0.898432602
0,0.339431079
0,0.155472705
1,0.712175218
1,0.830812835
1,0.812314245
1,0.50190984
1,0.54702647
1,0.692763885
0,0.414555522
1,0.531985693
1,0.697341474
1,0.750345443
1,0.651197845
0,0.259310348
0,0.243973544
0,0.285346902
0,0.496980888
1,0.552292047
1,0.800936812
1,0.563067638
0,0.492125934
1,0.645501969
0,0.466344768
1,0.793555334
0,0.3040411
0,0.351798149
0,0.488857116
1,0.8556654
0,0.416255545
1,0.607356969
0,0.489184705
1,0.826536951
1,0.515643581
1,0.739685675
0,0.40489452
0,0.180202905
1,0.681233175
1,0.783050609
0,0.380205513
0,0.446558981
0,0.477811192
0,0.378698888
0,0.29372854
0,0.460387503
1,0.634105308
0,0.26977229
0,0.184508627
1,0.770987435
0,0.439295628
1,0.529989559
1,0.508515084
0,0.405652181
0,0.417426253
0,0.344420386
1,0.540485558
1,0.777350465
0,0.343505037
1,0.59709832
0,0.266040368
1,0.616125997
0,0.201152603
1,0.605639842
0,0.345062666
1,0.683911511
1,0.84488093
0,0.372926569
1,0.611772786
0,0.305259367
1,0.643498192
1,0.548149351
1,0.696428287
0,0.28725178
1,0.846872159
0,0.181128785
1,0.650784413
0,0.459608531
0,0.356655992
1,0.523152909
0,0.257611136
1,0.772673745
0,0.308186137
1,0.769346995
0,0.418284532
0,0.483181472
0,0.474298986
0,0.433003302
0,0.356363228
1,0.845209958
0,0.361120291
1,0.572356117
1,0.774684454
1,0.543299716
0,0.203337158
0,0.271300673
1,0.500521907
1,0.822801213
0,0.378540814
0,0.351888436
1,0.658254859
0,0.178471532
0,0.295312371
0,0.423079736
0,0.399583034
1,0.721389123
0,0.429170976
1,0.699334029
1,0.805259536
1,0.505908454
1,0.64217187
1,0.568436618
1,0.57604727
0,0.280629801
0,0.357240414
0,0.496027144
0,0.431046622
1,0.800899955
1,0.655979819
1,0.627535033
1,0.645708436
1,0.815338279
0,0.335884774
1,0.501281191
0,0.35070268
0,0.246205457
1,0.513379426
0,0.363222487
0,0.358952069
1,0.83045371
0,0.43597312
0,0.390577207
0,0.440637416
0,0.242063508
1,0.697537505
0,0.442449731
1,0.568066425
1,0.533441979
1,0.558869758
1,0.536624017
1,0.602492636
1,0.585785425
0,0.260053528
0,0.319503118
1,0.620071694
1,0.78789026
0,0.219062448
1,0.534825725
0,0.250610925
1,0.504657621
0,0.34636584
1,0.683803509
0,0.341024014
0,0.193891134
1,0.582448315
1,0.630391907
0,0.352871189
1,0.655531338
1,0.59303976
0,0.380756697
1,0.715942042
1,0.834698662
1,0.617209433
0,0.275616768
1,0.775817163
0,0.35780353
0,0.251116893
0,0.480291636
1,0.564387841
1,0.816394681
0,0.232713368
1,0.508700996
1,0.542594535
0,0.427355453
1,0.655181513
0,0.358357958
0,0.415866747
1,0.515810151
0,0.286931778
1,0.816307407
0,0.467665796
1,0.578707663
1,0.561037509
1,0.713588232
1,0.632002288
0,0.476921188
1,0.609285715
0,0.281591408
1,0.65548679
0,0.378046122
0,0.308148368
1,0.781219551
1,0.685287436
0,0.201123342
1,0.610012832
1,0.531082653
1,0.641956802
0,0.321425347
0,0.160491803
1,0.66199427
1,0.629196226
0,0.20634101
0,0.215898944
1,0.739885046
1,0.733675753
0,0.488132248
0,0.272063165
0,0.482816486
1,0.722658532
0,0.360958702
0,0.401650306
0,0.418130228
1,0.588515873
1,0.839408068
1,0.787965563
1,0.666143296
1,0.725599684
0,0.322782725
0,0.394458899
1,0.880896848
1,0.774041426
1,0.673487351
1,0.66060135
1,0.849728682
0,0.458221648
1,0.767969321
0,0.233548783
0,0.487506511
1,0.61300897
1,0.533141221
1,0.738358601
0,0.208019421
1,0.771313603
1,0.594281051
1,0.726446574
1,0.816588852
0,0.389079099
0,0.421022969
0,0.242438214
0,0.169992627
0,0.473839799
0,0.353871708
0,0.42304208
1,0.850257087
1,0.816068285
0,0.245585483
1,0.639511318
1,0.574134192
1,0.582577953
1,0.566932782
1,0.587880633
1,0.709261993
0,0.304578796
1,0.640740794
0,0.134633748
1,0.882929031
0,0.3640452
0,0.278105088
0,0.359544414
1,0.584754731
1,0.757310489
1,0.593821272
0,0.230140043
1,0.532781939
1,0.596758202
0,0.187573691
1,0.579429133
1,0.778303238
0,0.400617037
1,0.651139277
0,0.276648626
0,0.323218566
0,0.373569533
1,0.608791608
1,0.541716646
0,0.408759719
1,0.653301459
0,0.226295644
0,0.20456749
0,0.263419673
1,0.738379404
0,0.15168225
0,0.195425745
0,0.44042774
0,0.431749244
0,0.380667808
0,0.463134381
0,0.341026067
0,0.369641795
1,0.73794632
1,0.777134183
1,0.775454209
0,0.282208072
1,0.694693372
1,0.550049585
0,0.396178652
0,0.460512825
1,0.765819211
1,0.77913789
0,0.345542549
0,0.382131216
1,0.84222404
1,0.712652524
0,0.267054458
1,0.570891458
1,0.538223723
1,0.667387002
1,0.778823689
1,0.545282497
0,0.097041956
0,0.231078391
1,0.835790546
0,0.136760071
0,0.409545399
0,0.456933131
0,0.228634795
1,0.750059522
0,0.23182347
0,0.384488107
1,0.683524126
0,0.45145645
1,0.829776574
0,0.475985395
0,0.370998974
0,0.300261223
0,0.366565863
0,0.45283415
1,0.82269907
1,0.599325836
0,0.462086754
0,0.450965861
0,0.296404625
1,0.586573677
1,0.528823247
0,0.344548341
0,0.310551058
0,0.421176979
1,0.555186177
0,0.211152503
1,0.865658188
0,0.123844749
1,0.603742842
1,0.664390384
0,0.235980835
1,0.818691039
0,0.176910829
1,0.716655304
1,0.682155203
1,0.715586945
1,0.774356547
0,0.480307253
0,0.367239788
1,0.536692793
1,0.539764113
0,0.268484179
1,0.72994675
0,0.412895482
0,0.370656238
1,0.57930846
1,0.709411467
0,0.314873478
0,0.259746576
1,0.796298092
0,0.285744651
0,0.352747249
0,0.341952381
1,0.870063841
1,0.73087107
0,0.175626325
0,0.493957773
1,0.539567148
1,0.534921885
0,0.209074876
0,0.494490051
0,0.493618287
1,0.65764524
1,0.612804538
0,0.499639318
0,0.383133975
1,0.677090626
1,0.843913686
0,0.310242777
1,0.503786557
1,0.513925217
0,0.350960281
1,0.804474006
1,0.711427584
1,0.790623306
1,0.556423717
0,0.304738244
1,0.521177955
1,0.869647967
1,0.599928713
1,0.592606511
0,0.254604153
1,0.722374245
1,0.549581027
0,0.471993444
0,0.362131327
1,0.676224383
1,0.770541499
1,0.751302023
1,0.647047543
1,0.52046124
0,0.273143682
0,0.362207144
0,0.455492175
0,0.381214855
1,0.651649596
1,0.701541916
0,0.205301645
0,0.22899036
1,0.645469556
0,0.438408716
0,0.425038124
0,0.285926281
1,0.792612565
1,0.801745471
1,0.868670727
1,0.500447753
0,0.281700825
0,0.179153837
1,0.789734975
0,0.219603862
1,0.559981668
0,0.463395742
0,0.483323397
1,0.583704229
0,0.218982427
0,0.309857633
0,0.276974395
0,0.225237986
0,0.477164655
1,0.540810222
0,0.40855184
1,0.550000673
0,0.272052568
1,0.677351524
0,0.377859849
0,0.265320952
1,0.762303032
0,0.190171517
1,0.579096188
0,0.364940318
1,0.618295996
0,0.330878484
0,0.395774517
0,0.3882229
0,0.300379336
0,0.321142282
1,0.754812312
0,0.459571742
0,0.139186437
1,0.531775596
0,0.301217614
0,0.398735042
0,0.369059761
0,0.475240939
0,0.240853585
1,0.812025854
1,0.592364352
1,0.655587299
1,0.527589151
0,0.49866368
1,0.702099606
0,0.466032597
0,0.361436695
1,0.746949293
0,0.427776464
1,0.722707763
1,0.604806795
1,0.744465319
1,0.741900775
0,0.424952905
0,0.394248826
1,0.857372815
1,0.727793057
1,0.780433208
0,0.146582095
1,0.772564965
1,0.839707397
1,0.860738998
1,0.770464984
1,0.590432742
1,0.667188679
1,0.558558077
0,0.260396097
0,0.316871421
1,0.622051058
1,0.86077425
0,0.281513545
1,0.71216673
0,0.352495452
1,0.836341679
1,0.696443352
0,0.41353101
0,0.335979716
1,0.563282117
0,0.333215661
0,0.44652949
0,0.325724746
0,0.336279923
0,0.241908401
0,0.449670161
0,0.324302269
1,0.852291136
1,0.826288359
0,0.206438825
0,0.442518047
1,0.723518999
0,0.485368926
0,0.408956375
0,0.390081002
0,0.405295496
0,0.378340177
0,0.427531299
1,0.812812836
0,0.21210175
1,0.714556068
0,0.429480538
0,0.389744695
0,0.169510332
1,0.646504436
0,0.312688398
0,0.287964843
1,0.669632644
0,0.226750875
0,0.352447097
0,0.403529667
1,0.785895059
0,0.478895597
1,0.727579947
0,0.130319246
1,0.785953992
1,0.587326863
1,0.648844775
1,0.811381141
1,0.63592126
1,0.719738961
0,0.28055211
0,0.361614797
0,0.376845518
0,0.289839147
0,0.443960635
1,0.656577766
1,0.502328069
1,0.680522974
1,0.585899772
0,0.377312256
0,0.490572537
1,0.794081782
0,0.335764851
0,0.211745842
1,0.689271553
0,0.480651968
1,0.740700417
1,0.7496246
1,0.669858182
0,0.255858503
1,0.749647386
0,0.326197341
0,0.486932356
1,0.711886528
0,0.494210151
1,0.628522546
1,0.52061853
0,0.337319022
0,0.430806131
0,0.32844634
0,0.444059055
1,0.622455834
1,0.651107764
1,0.669601777
1,0.784710176
0,0.254065722
1,0.598275735
0,0.222678775
0,0.455383458
0,0.415723402
0,0.321043719
1,0.516711973
0,0.454970726
0,0.14095997
1,0.654534626
0,0.407118205
1,0.548432201
1,0.830413151
1,0.63580541
1,0.675644614
0,0.412560695
0,0.452965382
0,0.327548868
1,0.817627509
0,0.475761599
1,0.535760744
0,0.406073441
0,0.231216448
0,0.255041284
0,0.492601628
0,0.182546556
0,0.45210397
1,0.672188837
1,0.589838075
0,0.384609622
1,0.67819323
1,0.654170489
1,0.765802393
1,0.746684951
0,0.194860336
1,0.562224945
0,0.219755729
0,0.200759757
0,0.368001453
1,0.713696039
1,0.607136683
0,0.227369459
1,0.51665375
0,0.467136293
1,0.787927522
1,0.6385747
0,0.379787568
1,0.554448956
0,0.180104005
0,0.244970377
0,0.248061234
0,0.376906129
0,0.46346647
0,0.305163018
1,0.711579693
0,0.260222303
1,0.846593737
1,0.799909237
1,0.543905345
1,0.877398952
0,0.371886605
1,0.57413615
1,0.632129793
0,0.443803815
0,0.224024409
1,0.67689932
0,0.265722528
0,0.271423268
0,0.409882729
0,0.478157152
0,0.384267105
1,0.500940712
1,0.511541322
1,0.506866329
0,0.154793336
1,0.647895846
1,0.5323613
1,0.600080129
0,0.29528126
1,0.689401938
1,0.823338608
0,0.399749141
1,0.692820227
1,0.85523843
1,0.861550967
0,0.212288878
1,0.587223246
1,0.739457174
0,0.15313084
1,0.759123728
0,0.365549144
0,0.33282338
0,0.313802152
1,0.633540116
0,0.312166714
1,0.564429586
1,0.883507947
0,0.170021007
1,0.824743645
0,0.315111616
0,0.342771947
0,0.370213292
1,0.627393645
1,0.611483773
0,0.474015559
0,0.462050706
0,0.250311116
1,0.747316937
1,0.681478176
1,0.738472537
0,0.247059237
0,0.495772572
1,0.698461289
0,0.304295588
0,0.394755398
0,0.225948438
1,0.606783343
0,0.47762923
0,0.191914629
0,0.226893869
1,0.536828507
0,0.149238671
0,0.20691202
1,0.677111671
1,0.566173262
1,0.532910173
1,0.818842142
1,0.618239479
0,0.359629702
0,0.484543409
1,0.500654289
1,0.729449456
1,0.536280344
1,0.820060016
1,0.522364931
0,0.481447609
1,0.694282956
1,0.798411824
1,0.85916666
1,0.757331265
1,0.591685707
1,0.606810158
1,0.671247535
0,0.311289546
1,0.526427875
1,0.602218941
1,0.783511122
0,0.326159732
1,0.733894308
1,0.641957753
0,0.40538346
0,0.382390555
1,0.61376477
0,0.313830512
1,0.833515738
1,0.841241471
1,0.864021884
1,0.581545971
0,0.185299783
1,0.598168296
1,0.617423159
0,0.347350399
1,0.819253046
1,0.557544422
1,0.694479897
1,0.527621983
1,0.672497079
1,0.724807811
0,0.382661872
1,0.856632728
1,0.562645765
0,0.142367777
1,0.789844847
1,0.595049313
0,0.272552129
1,0.579573545
1,0.6905456
0,0.335630708
0,0.432250093
1,0.744605323
1,0.50894807
1,0.809874746
0,0.30214873
0,0.331160665
1,0.843121276
1,0.705661472
1,0.620229232
1,0.623611698
0,0.154430075
1,0.646453023
0,0.195371565
1,0.506955036
1,0.52562686
1,0.637399454
1,0.545357118
0,0.307311164
1,0.836418052
0,0.223000091
0,0.387889082
1,0.689315607
1,0.692544978
1,0.529702299
0,0.299519551
0,0.19339417
0,0.276503383
1,0.704793403
0,0.205992223
1,0.539381281
0,0.128386503
0,0.18910038
1,0.847144521
1,0.77269166
1,0.775755313
0,0.363804177
0,0.189597576
1,0.770032392
0,0.492542452
1,0.866355008
0,0.148612087
0,0.498379101
1,0.648432243
0,0.419932549
1,0.599113902
1,0.727236892
1,0.750765467
1,0.868850165
1,0.663018273
0,0.424450313
0,0.489504587
1,0.556888654
1,0.652119646
1,0.767720972
1,0.75261431
1,0.507413507
0,0.426820468
0,0.485389431
0,0.381809489
0,0.468401124
0,0.363396371
1,0.750486221
1,0.647614175
0,0.389210625
1,0.597717638
1,0.656306307
0,0.175000484
1,0.532969747
1,0.672208308
0,0.300464474
0,0.35811737
0,0.429130947
1,0.563265004
1,0.558847772
1,0.641860151
1,0.740315214
1,0.778770395
0,0.48845311
1,0.603138237
0,0.372716215
1,0.74123299
0,0.303802666
1,0.515761262
1,0.554696201
0,0.212982228
0,0.476839193
0,0.319084292
1,0.610189083
0,0.327396071
1,0.621894324
0,0.43206323
1,0.520121366
1,0.839621959
0,0.20802363
1,0.898829858
1,0.596226972
0,0.49925488
0,0.460501253
0,0.172413163
0,0.174265346
1,0.666111657
1,0.686161371
1,0.708576227
0,0.292390648
1,0.694841274
0,0.119522319
1,0.82646232
1,0.752640142
1,0.556964088
1,0.837340058
0,0.31583235
1,0.830139926
1,0.555006486
0,0.374004088
0,0.162164099
0,0.373642242
0,0.436204247
1,0.795669213
1,0.768659684
1,0.501863776
0,0.442828863
1,0.568638728
1,0.710623347
1,0.574777047
1,0.761341886
0,0.388881596
0,0.19803653
1,0.831090985
1,0.639590748
1,0.630362145
1,0.800743797
1,0.506629835
1,0.641858639
1,0.868109833
0,0.269917092
1,0.611720243
0,0.250072289
1,0.818000788
1,0.581359984
0,0.350023069
0,0.212100579
0,0.462636353
1,0.839152959
1,0.758573475
1,0.501129727
1,0.683701748
0,0.474047253
0,0.392375686
1,0.526407947
1,0.606974421
1,0.519826891
0,0.256364753
0,0.353010872
1,0.877210708
1,0.686631176
0,0.239009579
1,0.541791784
1,0.778572602
1,0.577046401
1,0.507000225
0,0.38002911
1,0.826966452
1,0.830615232
1,0.612727198
1,0.648565357
1,0.530403912
1,0.525231208
1,0.531453819
0,0.419072816
1,0.584580815
0,0.394860738
0,0.492006299
1,0.841724365
0,0.398438366
1,0.817874623
0,0.371659284
1,0.827350616
0,0.487022829
0,0.172135819
1,0.803771883
1,0.624897081
1,0.849724368
1,0.677520189
1,0.788778292
1,0.786468677
0,0.202156056
0,0.22457317
0,0.3569294
1,0.832775637
0,0.432872566
1,0.713755931
0,0.237725612
1,0.72700576
0,0.238171158
1,0.590818498
0,0.215313174
0,0.251566739
0,0.493070508
1,0.841297914
1,0.776611447
1,0.593700845
1,0.612999735
1,0.599672773
1,0.555186108
1,0.758519996
1,0.546135478
1,0.627561845
1,0.647303026
1,0.500097483
1,0.81100929
0,0.135758425
1,0.624326664
0,0.428599784
0,0.471736458
0,0.191173759
0,0.371054859
1,0.505513981
0,0.126044507
1,0.626999987
0,0.484379621
1,0.60901835
0,0.21946804
1,0.609084734
1,0.513092237
0,0.33132776
0,0.45657451
1,0.535683029
0,0.302197765
1,0.504615
1,0.876539362
0,0.327947601
1,0.549114673
1,0.500465521
0,0.353937541
1,0.639980041
0,0.42953953
0,0.23730958
1,0.534559331
0,0.394622165
1,0.856166228
1,0.580593351
0,0.355685445
1,0.83685262
1,0.523012878
0,0.25077472
1,0.788012109
1,0.503206291
1,0.742077946
0,0.415420596
1,0.503830151
1,0.831616258
1,0.56779416
1,0.794071968
0,0.153118292
0,0.452402352
0,0.213661568
0,0.204999605
0,0.379575701
0,0.442826939
1,0.610452455
0,0.42901074
1,0.5419212
1,0.77358628
0,0.375742693
0,0.297354489
0,0.449092353
0,0.148722115
0,0.366189972
0,0.436927515
1,0.719593643
1,0.517280535
0,0.314153464
1,0.66163542
1,0.682839238
1,0.614535061
1,0.507117155
1,0.551126704
0,0.316407027
1,0.793049866
1,0.545830322
0,0.433015269
1,0.610557323
1,0.517674047
1,0.713885358
0,0.404185158
1,0.696735175
1,0.694348233
0,0.483011948
1,0.711864235
1,0.584924925
0,0.47780904
0,0.307163414
0,0.459150849
0,0.3399588
0,0.254508455
1,0.573734365
0,0.436637265
0,0.293168571
0,0.437936473
0,0.238514373
0,0.439773839
0,0.255686879
0,0.220796808
0,0.244660922
0,0.342704882
0,0.36396423
1,0.617250711
1,0.571559075
0,0.438260818
0,0.433158636
0,0.492370409
1,0.562361445
0,0.302025024
0,0.305512619
0,0.408429398
1,0.568491113
0,0.250877181
1,0.801746615
0,0.151975299
1,0.67635794
0,0.111223382
1,0.643120316
0,0.469649473
0,0.427450782
0,0.247968293
1,0.622226044
1,0.823010015
0,0.228306054
0,0.361274774
1,0.73089244
0,0.446674319
1,0.716040434
0,0.245916576
1,0.751095763
0,0.473810857
0,0.297265264
0,0.348736442
0,0.243441617
0,0.40765003
1,0.77404338
0,0.476330788
0,0.327900154
0,0.362810526
1,0.632449465
0,0.420670641
1,0.594184232
0,0.175017469
1,0.663869523
0,0.31388878
1,0.614111009
0,0.383645208
1,0.616380124
0,0.463193209
0,0.464483047
0,0.312503405
0,0.238153825
0,0.115408048
1,0.781040394
0,0.272285872
0,0.206824155
1,0.636282356
1,0.704890448
1,0.525146944
1,0.822260883
0,0.155353314
0,0.302009484
1,0.741388367
1,0.500249891
0,0.352016125
1,0.546885962
1,0.736172935
1,0.765914103
1,0.71982565
1,0.808948963
0,0.43366967
1,0.830756966
0,0.197317523
1,0.551621128
1,0.810685219
0,0.291487297
0,0.30556303
0,0.381074977
1,0.616677777
0,0.226348916
0,0.43236719
1,0.500067117
0,0.394726661
0,0.251903616
1,0.508924341
0,0.278669445
0,0.417990899
0,0.413462088
1,0.619363143
1,0.720544512
0,0.214286442
0,0.463716592
1,0.636756247
1,0.516866136
0,0.339431555
0,0.319768735
0,0.198945524
1,0.612985194
0,0.336726023
0,0.498293654
1,0.659290931
1,0.605619561
1,0.81949647
0,0.342553574
1,0.670050643
0,0.228412965
1,0.508755551
1,0.69105162
1,0.755323118
1,0.789828729
1,0.646621718
1,0.837598198
1,0.651631471
1,0.76675005
1,0.857708798
1,0.917326127
0,0.269487571
1,0.64712586
0,0.442608551
0,0.452234902
1,0.690763218
1,0.750185795
1,0.831077862
0,0.238844916
0,0.326652149
0,0.324966186
1,0.591717788
1,0.722331393
1,0.664726992
1,0.710684043
0,0.432533273
0,0.417067671
0,0.300461584
0,0.336022317
0,0.206084674
1,0.57926752
1,0.634483402
0,0.402995059
1,0.50608581
1,0.521227383
1,0.804784951
0,0.371368565
0,0.352884676
1,0.659054452
1,0.758996093
0,0.319969295
1,0.509321671
0,0.311686825
1,0.600464894
0,0.447522815
0,0.22475736
0,0.362191535
1,0.878185211
0,0.347085874
0,0.2591324
0,0.31716006
1,0.516890351
1,0.714166425
0,0.299649489
0,0.418682138
1,0.826501662
1,0.550800273
1,0.631965515
1,0.692406585
1,0.5330796
1,0.602934349
1,0.586941522
0,0.302468099
1,0.533546744
1,0.596339549
0,0.452187623
1,0.503610678
1,0.593003684
1,0.6088207
0,0.238806205
1,0.620675905
1,0.625338693
1,0.658604354
1,0.650120965
0,0.470426526
1,0.847466668
0,0.280921713
1,0.835930927
1,0.685651569
1,0.75421867
1,0.790530568
1,0.787358474
0,0.385693376
1,0.837906101
0,0.2418539
0,0.271890861
0,0.31728094
0,0.383602347
1,0.548345027
1,0.753904295
1,0.662527913
1,0.800999698
1,0.632199773
1,0.644535147
0,0.393865539
0,0.316515493
1,0.844581463
0,0.408074548
0,0.369557702
0,0.37333712
0,0.106027704
1,0.557413794
0,0.392506335
1,0.843832394
0,0.332449213
0,0.131117461
1,0.666833191
0,0.473754438
1,0.797075015
1,0.823128546
1,0.825831918
1,0.766627126
0,0.208571024
1,0.75855665
1,0.815036902
1,0.515451285
1,0.803121411
1,0.670513698
1,0.530510307
0,0.267206501
1,0.827950087
0,0.479118219
1,0.566795016
1,0.787488735
1,0.752550762
1,0.626062433
1,0.784751983
1,0.651673807
0,0.294727496
1,0.632020158
0,0.438090817
0,0.294564147
1,0.622984477
0,0.297919777
0,0.242558457
0,0.247427814
1,0.701626872
1,0.678374464
0,0.114632689
1,0.726346599
1,0.698819211
1,0.672169555
0,0.479910526
1,0.72387744
1,0.751224604
1,0.828413665
1,0.61463515
1,0.545307248
1,0.514557502
0,0.273685208
0,0.199155243
1,0.643772225
0,0.140960569
1,0.865820439
1,0.842137334
0,0.199854952
0,0.406068052
1,0.854951585
0,0.36035721
1,0.797324897
1,0.805101128
1,0.750702332
1,0.580452711
1,0.723255911
0,0.293773974
1,0.850258945
0,0.298120461
0,0.269621182
1,0.623487032
0,0.386980504
0,0.24159017
1,0.69580434
1,0.730000275
1,0.564440824
0,0.313232224
1,0.553569482
1,0.733277414
1,0.526061506
0,0.486959173
0,0.414631303
1,0.801566199
0,0.300550653
1,0.798813507
1,0.816958488
0,0.491406187
1,0.874164389
0,0.498693622
1,0.713518091
0,0.18250288
0,0.24184251
0,0.278121896
1,0.714315202
0,0.24756326
0,0.435740412
1,0.758592957
1,0.595549002
1,0.521933958
0,0.184982663
0,0.160259025
1,0.83290433
0,0.420090101
0,0.154476504
0,0.335500301
1,0.612464242
0,0.430154243
1,0.723674224
1,0.774843091
0,0.383167572
1,0.728869422
1,0.538113133
1,0.585421422
0,0.236112534
0,0.419985465
0,0.11892754
1,0.869531211
0,0.346231291
0,0.343642616
1,0.702459573
1,0.546843148
0,0.41123725
1,0.553385495
0,0.427271036
1,0.818839461
0,0.234227578
1,0.837286958
1,0.506437059
1,0.788633319
0,0.193995538
0,0.358089384
0,0.46081673
1,0.586976257
0,0.198583983
1,0.691048539
0,0.37350304
0,0.349556377
1,0.771067009
1,0.704308209
0,0.407131609
1,0.712128475
0,0.382539635
0,0.410226009
1,0.682614347
1,0.804823236
1,0.750746803
0,0.389780614
1,0.657555669
0,0.371095142
0,0.385865439
0,0.485796517
0,0.15452176
1,0.762558329
0,0.308593969
0,0.295606658
1,0.765235666
1,0.525019058
0,0.242926676
0,0.271365315
0,0.34650692
1,0.845680827
0,0.479085288
1,0.582353186
1,0.675755774
1,0.818514113
0,0.173612549
1,0.529870357
1,0.88029708
0,0.430643532
1,0.908439957
0,0.330507756
0,0.386775408
1,0.587078717
0,0.29808379
1,0.57357473
1,0.56165764
1,0.82098814
0,0.324175926
1,0.567475492
0,0.197674831
1,0.702230825
1,0.810122793
0,0.370024896
0,0.362993304
1,0.793446521
1,0.591867807
1,0.838050229
1,0.509107157
1,0.719203631
0,0.127665493
0,0.391668641
0,0.369877016
1,0.891254217
1,0.51067324
0,0.283896834
0,0.225236844
1,0.762685652
0,0.474873018
1,0.880787406
0,0.449463481
1,0.728982767
1,0.540445604
1,0.513380415
0,0.274336966
1,0.603547401
0,0.430059957
0,0.289604137
1,0.805972715
0,0.414454003
0,0.316127685
0,0.363378856
0,0.366511817
0,0.466466096
0,0.22125547
0,0.493097775
0,0.344503429
0,0.22587654
1,0.569793164
1,0.689341273
1,0.62750029
0,0.240062819
0,0.229472284
0,0.35310965
1,0.666238454
0,0.49026969
0,0.479347257
1,0.582836623
0,0.213313091
0,0.335415316
0,0.342393659
0,0.319828963
1,0.760258131
0,0.382788786
0,0.397294128
0,0.19458505
1,0.715071622
0,0.435942633
1,0.85586903
0,0.330732788
0,0.138711176
1,0.78525441
0,0.26029071
0,0.281050367
0,0.300654886
1,0.675771958
1,0.777443517
0,0.284530415
1,0.609065951
1,0.819519718
1,0.696010532
1,0.645605518
1,0.66770061
0,0.174802108
1,0.745338957
1,0.619669811
1,0.51899573
1,0.509784389
1,0.577961358
0,0.490116001
1,0.59182117
0,0.312205049
1,0.777545971
1,0.840949851
1,0.645362831
0,0.368167989
0,0.296908596
1,0.824108055
1,0.555247861
1,0.671637345
1,0.547758248
0,0.340803529
0,0.445891944
0,0.339232759
1,0.645700584
1,0.577867635
0,0.269381884
0,0.124659765
0,0.239614108
0,0.406753587
1,0.636519027
1,0.678529923
1,0.679674957
0,0.281519214
0,0.118167491
1,0.884442733
1,0.596334424
1,0.689128886
0,0.285355574
0,0.318649758
0,0.309813382
1,0.814724314
1,0.609808339
0,0.484418169
1,0.587144059
1,0.767543866
0,0.301699036
1,0.807572615
0,0.352715081
1,0.688940886
0,0.300945819
0,0.427374227
0,0.462590411
1,0.775061535
0,0.428062775
0,0.189884591
1,0.6361693
1,0.585534946
1,0.589136355
0,0.379953478
1,0.548836373
0,0.410015668
0,0.196370837
0,0.384460263
1,0.575957271
0,0.430918818
1,0.877723451
1,0.594010179
0,0.315410802
1,0.597759855
0,0.205078762
0,0.386204016
1,0.834303643
1,0.749374552
0,0.237731273
1,0.56063331
0,0.483629109
0,0.352166024
0,0.31260107
1,0.766985751
1,0.652176769
1,0.610723691
0,0.402869573
0,0.390071633
1,0.575559735
0,0.432499345
0,0.463960613
0,0.26495236
1,0.731843407
0,0.43783585
0,0.178073914
0,0.356161585
0,0.424242236
0,0.319231244
1,0.857315501
0,0.36968463
1,0.653445503
1,0.860655177
0,0.149761286
0,0.387577212
1,0.829172823
1,0.502874335
1,0.612919647
1,0.689485455
1,0.58551611
1,0.782142088
1,0.807103392
1,0.838677514
1,0.586471809
1,0.886329897
1,0.695753054
0,0.492392966
1,0.580103771
1,0.575681823
0,0.431032517
0,0.130108042
0,0.242247133
0,0.383184851
0,0.416639046
0,0.488843746
0,0.331527459
0,0.335867493
1,0.788540921
1,0.751659681
0,0.418798693
1,0.505650165
0,0.415690792
1,0.726721938
0,0.49951989
0,0.410788716
0,0.307959627
0,0.465735987
0,0.483366904
1,0.73820396
1,0.738997122
1,0.656746772
0,0.323663566
0,0.243282936
0,0.422582623
1,0.543463199
1,0.530098453
1,0.652864388
1,0.623427263
1,0.525639391
0,0.381474544
0,0.305014624
1,0.533960979
1,0.722487569
1,0.680978855
0,0.356954027
0,0.364329111
0,0.229998231
1,0.623196597
0,0.291689814
1,0.609869711
1,0.856355105
0,0.239880912
1,0.794971095
0,0.218023777
1,0.645609706
0,0.339333116
1,0.726835167
0,0.386012243
0,0.422449312
1,0.639108986
